BallSpeedMPS,VerticalLaunchAngleDeg,HorizontalLaunchAngleDeg,SpinRateRPM,SpinAxisDeg,TotalDistanceM
69.7,16.8,5.2,3470,-5.4,236.8
60.7,10.8,-5.9,3160,-3.6,215.9
63.9,12.9,0.8,3030,9.5,230.4
61.1,10.5,0.6,3350,0.8,213.5
59.4,18,0.6,4310,18.9,191.6
57,11.8,-0.1,3430,-6.5,198
26,26.2,-9.1,5740,-11.9,63.5
66,14,2,2990,-9.4,241
64.1,17.9,6.9,4940,17.7,197.6
33.9,49.4,-16.7,7460,-10.7,64.3
66.1,14.1,1.6,2930,-16.6,240.4
42.9,24.8,-0.5,5630,-8.5,125
39.6,23.4,5.2,6930,7,110.6
23.4,17.3,21.8,4850,28.6,51.4
55.8,13.5,-1.9,2682,2.1,193.6
12.1,33.6,-1.4,3820,1.2,18.2
38.8,30.5,0.2,9240,-4.3,97.1
57.6,17,0,3550,13.7,198.6
68.1,11.1,4.5,3279,7.1,244
67.2,14.3,1.7,2941,-15.4,237.2
72.7,11.5,1.9,2050,1.5,277.5
74,14.5,-0.9,3410,6.1,259.5
55.8,15.3,2.2,6220,6.2,166.9
67.1,9.7,-4.8,4297,2.5,224
61.2,15.8,3.9,5474,12,186.9
58.4,18.2,4.6,3840,-4,196.7
74.8,9.1,0.9,2730,7.4,274.8
65.8,13.7,1,1858,0.1,242.7
13.4,28.2,-1.9,3030,-1.3,23.2
28.7,32.1,10.4,1969,12.8,84.6
51,18.4,-2.3,3250,-25.6,172.8
48.8,13.7,3.6,3290,-6.6,165
57,18.3,-2.9,3750,6.4,193.5
72.7,13,0.9,2930,-4.2,267.5
21.7,19.3,14.6,6340,32.2,43.4
59,17.4,1.2,3570,4.4,199.8
61,6.9,-1.6,1760,-26.8,198.4
47.4,17.1,3.2,3500,26.2,151
64.4,7,2.4,1690,-16,221.3
75.1,13.4,1.8,3130,2.8,271
63.7,16.5,2.2,3720,1.1,217.5
62.9,14.6,1.2,3350,-10.9,222.5
56.2,15.3,4.7,2654,1.7,202.2
26.4,32.6,2.3,3920,0.3,67.9
67,9,-0.9,2210,-0.1,247.5
38.7,17.6,6.2,6487,15.2,108.9
47,15.1,-4.5,6082,12.6,139.9
63.6,4.8,-4.8,1970,-28.1,195.1
63.9,5.2,-2.2,1390,-28.8,195.2
65.8,8.9,-0.6,2991,-8.9,228.5
58.2,8.1,-8.8,2030,-12.3,196.3
54.8,20.7,2.4,5540,23.7,165.5
67.9,15.7,6.5,2431,3.2,249.2
66.5,9.6,4.3,1240,-29.4,222.4
61.7,11.4,4.6,2850,-1,218
74.8,14.6,-1.1,2460,-8,278.6
66.2,10.5,0,1860,-16.4,245.5
64.6,4.7,-3.8,3249,-2.8,216
58.8,9.8,-1.2,3158,1.4,202.6
57.5,17,-0.1,3191,5,204.1
65.9,11.5,3.8,3009,-4.9,231.4
59.4,15.3,2.6,2835,0.4,215.9
54.3,15.3,1.1,5790,7.6,163.4
50.2,21.1,-5.2,4070,-1.7,157.8
74.7,12.1,-0.9,4080,3.7,245
61.2,13.6,-2.2,5160,3.2,193.1
58.1,7.7,2,6258,26.2,170.7
49,14.4,-2.7,3800,3,158.1
32.3,48.9,-12,3327,-12.3,73.2
60.4,12,3.1,2890,-3.2,218.5
61.9,13.5,-1.6,4146,-2.9,206
51,15.4,-1.5,1620,11.1,182.5
66,9.9,-2.1,2490,-30.8,225.9
66.6,11,-0.2,1400,-6.3,249.5
64,12.7,1.2,3760,-5.3,220.1
67.9,11.8,-0.9,2230,-8.9,254.9
63.3,12.6,5.5,2399,16.6,224.4
58.8,7.4,0.2,2470,-19.2,199
62.1,11.6,1.2,2777,-12.3,225.1
55.9,21.4,-5.3,5780,-7.4,165.9
67.6,6.8,-9.9,2700,-18.2,237.9
58,10.1,4.6,3493,14.1,198.6
39.9,24.5,-1.5,4910,-1,117.3
49.1,13.2,-8,6283,22.2,146.7
59.5,10,2.4,2460,-31.7,202.7
63.2,15.8,-0.5,3980,9.7,210.9
38.6,14,-1.3,3380,9.7,118.2
64.3,10.6,-0.7,2097,-22.4,230.7
18.3,30,-1.3,5350,-0.7,36
54.9,16,-4.2,3542,-12.3,181.3
63.2,12.8,5.8,2720,3.9,233.6
54.6,9.2,2,3060,-24.5,177.3
29.4,26.3,0.4,3710,-0.7,81.8
52.8,2,-1.9,1820,-7.2,116.2
54.9,8.9,5.5,1830,35.8,171.3
64.5,13.7,-1.5,3030,-16.8,232.8
62.8,16.9,6.5,3630,-3.3,216.2
56.5,6.9,-4.3,2650,-36.3,174.7
14.8,9.3,-4.9,1360,-22.2,22.1
62,15.7,1.4,3770,22,207
63.5,12.2,-1.5,4840,-2.9,203.4
63.2,12.7,0.7,2950,-12.6,228.8
60.8,15,-2.8,5660,-3.5,185
56.6,10.4,1.5,6018,4.5,173.6
45.3,27.1,8.6,7740,7.8,122.8
74,5.5,-0.4,2706,2.1,257
64.5,12.6,-4,2730,-30.6,312
68.7,11.9,-2,3654,7.4,238.7
59.9,9.2,3.8,1724,-7.6,204.2
64.1,10.5,8.2,1740,-19.9,233.8
16.5,28.3,-0.7,1700,3,36
62.5,4.4,-2.4,1730,-13.5,194.2
76.9,17,0.6,2857,-16.5,272.6
45.5,28.4,-1.4,4480,-0.4,133.7
65.5,9.8,-0.5,2110,-14.8,240.4
61.6,13.6,-3.6,5480,-2.9,190.1
48.8,8,-0.7,2200,0.8,155.5
37.7,40,-2.4,7420,-4,87.6
62.2,14.8,-0.2,3790,9.7,213.3
73.5,16,0.4,2055,-10.3,282.7
69.2,14,-0.8,1850,13.8,260.3
60.2,15.2,-3.7,2640,-23.1,209.5
56.5,11.8,1.7,3350,-8.7,196.4
47.6,19.9,5.4,7977,-5.3,132.3
60.3,6.5,-1,4508,10.3,178
63.2,14.6,1.1,2735,-3.4,232.6
58.9,14.2,-3,3490,-3.2,204.1
65.6,11.5,0.6,4017,11.3,216.3
75,8.4,-1.8,1720,-3.4,283.4
64.5,19,1.1,2965,7,230.4
25,28.9,-17.9,5950,-22.5,57.9
16.3,8.6,0.8,1410,13.6,25.6
63.3,14.5,4.8,3260,6.4,224.8
66.2,10.5,-2.8,2680,-11.2,241.1
63.6,13.1,-0.9,3690,2,219.7
21.4,20.9,-17.6,5350,-8,45.6
20.8,16.8,-1.8,2124,4.8,47.6
20,33.2,7.1,2360,6.4,47.4
32.8,12.4,4.4,7899,-8.7,50.9
55.9,10,-7.5,3650,-26.9,183.1
64.5,13.8,3.5,2730,-11,238.9
62.9,8.8,-3.4,1760,-18.3,222
67.3,12.8,0.5,2480,-3,253.9
51.7,12.6,3.1,2410,-13.7,180.6
66.3,15.7,-2.2,3340,-5,233.6
71.5,10.4,-0.1,1840,-8.2,270.1
61.4,16.3,2.5,2960,5.4,221.7
61.4,12.8,-0.8,2180,-17.2,216.6
49.6,12.4,2,3100,-9.3,168.4
47.2,9.6,-2,2160,-29.4,146.6
68.6,14.7,6.4,3322,6.7,237.1
14.6,46.2,-10.5,4560,-2.1,22.6
51.3,27,-7.9,6790,-7.7,139.6
50.6,7.3,0.1,2450,-35.8,148.1
7.7,54.8,-6.8,1420,1.2,7.5
21.2,9.4,-13.9,3060,-39.9,38.6
41.8,18.9,3.2,6835,12.9,117.8
62.5,11,-2.8,2180,-35.2,205.3
54.9,18.1,-1.9,5780,-2.1,165
70.7,12.9,-10.2,1515,-12.5,273.4
45.9,11.9,5,2447,6,142.7
42.7,7.3,-2.2,2150,-17.3,119.7
12.4,27.6,-1.5,3710,0,18.9
64.8,11.1,5.4,2230,0,241.9
38.2,15.1,-0.9,3830,-2,115.5
67.4,13.3,5.8,2832,2.3,249.2
51.6,7.1,-1.8,3000,-5.3,165.5
64.2,9.2,1.8,2790,8.7,229.7
56.1,15.5,0.7,4030,8,187.7
39.3,15.3,-6.5,2350,-23.2,122.3
41.8,0.4,-8.9,1880,-71.6,53.4
72.9,13,1.4,2567,3.8,266.1
56,18.9,-0.1,6750,-0.1,161.4
57.1,14.6,-5,4712,-8.1,178.7
56.1,16.3,-0.9,5590,1.8,171.3
72.4,13.1,-0.9,2680,-7.4,268.2
54.8,11.8,1.1,3232,0.9,190.7
58,15.4,-1.2,3418,2.6,202
72.6,11.1,2.1,2160,2.6,277.5
42,23,1.8,5320,-4.2,124.6
69.6,9.3,6.5,1970,-6.7,254.1
60.9,9.7,1.6,2900,-13.5,215.7
66.6,13,5.2,3405,4.1,229.3
66.6,12,3.1,2374,-8.7,240.4
12.6,27.9,-2.1,3941,-1.3,19.4
66.2,9.4,0.2,2485,-15.5,241
54.8,19.2,5.1,4700,8.9,174
49.6,21,1.6,7330,3.9,139
67.1,9.9,1.9,2260,-22.7,243.5
63.2,12.7,-7.1,2970,-1.2,230.1
66.7,8.5,4.9,1850,-8.8,243.3
11.5,30.9,-1.6,3484,-0.5,16.8
54.9,10.4,-4.1,3220,-53.5,161.8
52.8,13.6,-6.7,1988,-28.3,173
56,15.9,0.7,2340,-10.3,197.5
51.6,18.1,-1.8,6460,-3,147.5
73.4,15.4,-1.1,2730,-8.6,270.1
67.2,9.5,-4,2770,-4.7,244.2
63.9,9.6,-0.3,2600,-37.8,214.7
73.6,12.3,-2.2,2279,4.2,277
61.7,13.1,-2.8,2850,-15.9,216.6
67.8,12,2.4,2270,-10.8,256.4
66.5,11,-1.3,2120,-13.5,249.1
68.5,12.6,-1.2,4055,-1.9,225.9
70.5,1.2,0.4,1900,-48,133.1
68.4,6.2,5.3,1060,-18.1,226.3
60.9,11.6,-3.1,2250,-18.4,219.3
53.7,12.9,-3,2391,3.4,190.3
63.6,13.4,-2,4180,1,209.3
59.7,11.1,-8,2610,-54.7,172
56.8,18.7,2.9,2740,9.4,206.9
54.1,9.1,-9.7,2649,-55.5,152.7
61,9.8,1.3,2997,17.7,214
65.8,13.3,4.8,2320,-45.5,225.9
52.2,20.4,0.4,6623,-1.2,150.8
56.8,17.3,8.7,2730,-4.4,199.6
62.2,11,-0.8,3040,-4.1,219.7
59.9,13.6,-3,5030,-2.5,189.3
73,14.3,-0.2,2728,6.7,271.7
59.5,15.1,-0.8,4180,10,195.1
54.3,3.9,2.7,1610,-31.6,130.6
69.1,17.4,6.9,4335,11.3,219.7
62.4,15.9,-5.2,3880,9.5,209.5
65.9,13,0.7,2530,-7,247.2
72.6,9.6,-0.6,1870,-9.2,272.7
66.4,10.9,3.5,2670,22,238.4
47.6,22.3,-2.9,6260,-5.8,139.1
48.2,6.5,1.9,2520,-2.6,146.1
58,9.7,1.4,2670,-12.7,204.2
20.4,36.1,-16,4470,-11.4,44.1
56.9,7.1,1.3,2560,5.3,193.1
59.9,11.4,1.7,4611,27,188.7
73,19.6,2.2,4040,-1.8,229.5
50.2,14,-12.7,5200,-11.7,156.1
62.4,15.4,5.2,3248,3.4,215.7
27.7,1.2,16.2,1400,59,38.2
55.3,16,5.5,3930,2.8,185.8
77.3,12.6,2.8,2951,0.9,283.1
49.6,17.3,6.3,3980,5.4,163.7
64.9,14.7,-4.8,2360,-17.3,234
28.9,27,5.1,2974,5.5,82.4
68.2,7.4,-4.8,5379,3.4,214.2
54.6,3.6,-13,2880,-79.6,101.7
51.9,18.7,4.4,2035,11.5,192.4
62.2,9,2.7,6861,18.7,182.6
72.9,11.1,-2,2379,6.4,271.8
63.7,17.3,4.1,2843,4.1,232.4
45.7,19.5,3.1,5700,1.1,136.1
66.4,11.4,0.1,2210,-2,251.1
44.6,16.8,1.7,2819,9,149.3
60.8,11.2,-2.3,3010,-18.2,215.2
62.4,13.5,1.6,3620,11,215.8
48.8,9.4,-5.9,4204,16.2,148.5
65.8,12.7,5.7,2430,-10.1,247.1
58.3,16.5,5.5,2912,-10.3,211
42.1,31.3,1.8,7380,0.6,110.3
47.3,14.4,-3.1,4850,-8.6,145.7
74.9,15.2,-4.8,2112,-16,283.5
55.4,14.8,-1.1,5066,-0.3,170.5
70.7,14.9,-2.8,2744,-11.7,260.1
58.7,16.2,6.5,5277,14.3,182.5
43.8,22.5,1.3,5080,-3.6,132.3
63.6,17.9,2.9,3646,6.4,213.5
52,5.8,-1.5,1890,33,142.3
54.8,20.2,4.9,4210,1.5,178
65.7,9,4,2265,-2.5,230.1
57.1,21.3,0.6,5383,18.4,171.9
40.7,38.9,-7.4,7950,-8.4,95.1
39.4,25.7,-1.1,9200,-2.6,98.4
53.7,14.8,-0.5,2740,-0.2,191.1
58.4,7.4,1.4,2190,-4.1,197.1
72.4,15.1,3,2079,-3.1,278.9
62.3,16.9,4.8,2943,-11.1,226.2
66,15.5,-2.5,3630,-1,227.4
58.4,14.4,3.9,2870,-5.3,211.4
61.7,15.7,-0.3,3040,16.7,219.8
58.6,4.5,1.1,1674,-3.7,176.5
63.1,4.6,-1.9,1740,-5.1,200.8
62.8,9.4,0.3,6145,3.8,191.2
48.3,20.6,3.1,4480,2,152.1
27.9,37.9,7,4860,14.4,64.9
46.5,12.6,3.4,1278,11.3,146.4
44,21.9,7.4,8381,17.6,121.6
19.3,18.4,-12.6,1978,-26.2,42.9
64.4,11.8,5.2,3000,1.2,233.8
65.7,10.1,1.1,2010,-17.1,241.1
62,2.4,-1.7,1681,-24.4,154.7
73.6,17.1,-0.2,4050,9.7,239.6
61.3,18.1,-3,4710,-17.1,195
58.6,11.5,2.2,1890,4.4,202.5
48,2,-0.6,1916,-21.7,97.8
60,18.4,-0.9,3393,-17.3,201.8
45.7,20.6,-6,4200,12.2,141.1
44.6,17.3,0.5,5988,27.6,126.9
64.6,15.2,3.1,2530,10.1,233.4
70.8,9.4,5,2713,12.6,250.9
64.1,7.7,-3.1,2390,-31.9,212.5
64.1,9.4,-2.4,2330,-5.6,234.7
13.2,27.7,-4.4,3043,-2.5,22.4
52.9,11.3,-0.3,3280,-11.1,178.4
63.5,14.3,5.4,4173,-0.2,211.8
54.7,8.4,10.6,2810,19.4,180.4
64.7,11.6,-0.2,3318,1,229.8
64,6.8,-1.8,1850,-27.2,208.7
54.7,11.4,-2.7,2750,9.7,192.4
71.6,12.2,5.3,2797,4.5,256.7
63.5,10.6,9.7,2990,10.5,228.2
62.7,15.7,8.7,3190,13.7,223.5
45.7,10.1,2.6,3175,52.3,115.6
62.2,10.6,0.5,2410,0.8,228.3
66.6,15.1,-1.9,3481,-5.8,231.3
69.1,15.2,3.6,3280,-4.1,245.8
45.7,5,0.5,1000,-55.4,105.8
58.7,15,4.2,2820,-23.4,209.7
49.9,14.9,-1.4,3554,2.3,165.2
59.1,21.7,1.4,4854,9.9,179.5
62.9,6.1,0.4,1710,-4.9,211.4
49,12.2,-2,3227,-15,163.6
70.3,9.6,1.7,2010,-17.4,254.2
65,11.8,0.7,3440,-0.5,226.2
74.1,11.1,0.3,3010,-6.1,265.7
59,11.6,-5.1,2100,-29.3,207.5
71.1,13.9,-2.2,2470,-14.7,259.3
36,29.5,3.6,5130,6,100.5
32,24.2,-0.5,5680,3,86.5
67.2,17.3,1.3,2860,5.6,245.3
73.4,17.4,-1.2,2817,-10.8,257.8
61.7,12.8,-2.9,5360,-5.7,192
70.5,11.3,6.7,4100,11.8,231.5
62.1,11,0,2884,-9.9,224
62.3,13.9,2.7,3840,6.5,209.7
46.3,15,4.7,3933,35.5,139.8
66.3,12.9,3.5,2886,9.4,235.1
70.5,10.9,2.9,2390,-6.6,265.5
55.8,17.4,0,6310,-0.6,162.5
56.6,11.5,5.2,4460,27.3,173.1
25.5,12.6,-20.6,5610,16.8,54.6
64.5,9.4,-3.6,2800,-32.3,194.1
46.8,13.4,1.7,3340,0.2,155.4
59.8,12.7,-4.5,3100,-16.5,205.7
61.2,16.1,-2.9,3273,-14.6,216.5
60.5,16.3,0.5,4110,-7.5,201.9
63,12,2.9,1657,-10.3,236.9
61.1,14.6,3.7,3670,11.5,209.1
66.2,14.4,5.1,2394,1.7,242
55.6,25.6,9.6,7060,4.3,150.8
12.2,30.8,-1.9,3480,-0.2,19
10.6,34.1,-3.7,3550,-0.3,14.3
66.6,12.2,4.6,3313,7.7,230.4
76,12.9,2.6,2980,8.1,277.3
56.9,10.6,-0.6,3390,1.5,197.2
57.8,10,-3.3,5481,20.8,164.5
71.6,18.6,1.4,2927,-3.4,247.5
72,14.7,-0.5,3160,-6.9,256
59.2,10.3,-6.6,2160,-46,190.9
60.7,9.9,2.7,2480,-5.2,219.5
62.3,17.7,1.4,3511,4.3,214.9
32.7,13.7,-1,3530,-17.2,89
54.7,17.2,8.2,4270,3.1,179.7
65.8,16.1,-4.6,3670,-4.1,225.6
56.5,11.8,1.2,3711,20.7,188.1
72.1,9.9,0.9,1985,-6.3,273.7
49.3,17.2,-3.8,3270,-6.9,168.8
65,5.9,0.1,1540,-28.7,208.3
68,14.3,-0.3,2642,-22.5,241.5
56.2,10,3.3,3300,-0.1,194
61,13.6,2.1,3005,7.7,217
59.5,11.4,-2.6,5608,17.1,174.9
60.6,12.5,-0.6,3407,5.3,212
56.2,17.8,2.3,3070,2.7,193.1
65.3,10.6,3.2,2130,2.1,243.7
64.9,13.5,2.3,2890,-14.2,237.4
68.8,11.1,0.5,2480,2.1,256.7
60.5,10.3,-0.3,3073,14.9,204.1
57.3,11.1,-9.3,4408,-17.3,185.3
35.8,12.3,1,2690,26.8,92.7
53.8,14.6,11.1,4230,25.8,173.9
33.9,17.1,-0.2,8218,2.3,49.2
71.4,18,-1,3550,-10.9,240.7
66.7,15,-0.4,2200,4.2,254.3
62.1,12.2,0.7,3260,16.7,219
54.6,11.3,-3,5400,-1.6,169.6
72.7,8.2,0.9,2770,-9.6,264.1
58.7,19.9,-3.8,2809,0,211.1
57.1,16.2,1.9,4849,1.7,181.7
54.1,17.3,-1.5,4650,-10,173.5
65.9,10.4,2.8,2420,-8.3,244.2
48.1,36.2,-4.3,9440,3,104.9
65.2,7.1,2.3,3702,-27.5,213.3
49.6,9.6,0.9,2828,10.1,164.5
35.7,4.6,-6.6,6668,-54.6,65.1
60.3,12.2,-2.3,4910,-4.9,192.2
67.3,10.2,-5.8,1470,-47.1,224.3
74.8,16.7,2,1871,-6.2,290.9
49.2,19.8,2,4380,-8.3,157.4
55.6,16,6.2,3320,-6.1,194.4
63.3,14.5,-1.4,2979,9.4,228.4
61.7,14.6,1.1,4020,15.9,207.6
27.3,20.8,5.5,3860,5.1,71
67.7,13.1,3.6,2600,-10,253.5
64.9,8.3,2.7,1920,-8.3,233.7
64.2,10.6,-0.8,2880,13.3,231.6
77.7,13.8,-5,4025,-0.7,256.6
59.1,6.1,-6.5,1860,-12.9,192.1
63.9,16.8,2.4,4230,19.7,206.3
66.2,14.6,2.6,3282,6.2,236.2
30.7,15.1,0.4,3890,-7.2,82.4
58,11.2,2,1586,-0.6,210.6
71.6,12.9,0.6,2740,2.8,262.4
55.1,17.4,-2.4,6240,4.4,163.3
57.4,16.5,-1.5,3066,0.3,204.5
59.9,13.6,-1.6,2270,-51.3,197
60,6.6,-7,2700,-6.2,206.6
65.8,12.6,6.9,3010,2.5,232.3
41.4,15.4,-5.6,2900,4.9,135.1
18.2,30,4.1,1820,5.1,42.5
11.7,12.8,-4.6,811,-22.1,16.7
59.1,14.8,-0.6,4337,5.9,194.6
61,8.7,-2.7,2710,-10.2,215.2
78.5,10.6,-1.2,2150,0.2,301
31,23.5,3.1,5200,1.2,83.8
63.6,12.6,1,2320,-9.8,228.2
51.3,2.7,0.2,3141,-55.2,99.7
33.9,17.4,8.7,4690,34.1,84.8
69.3,6.4,6.5,3300,7.1,242.2
65.2,14.6,1,3080,2.8,236.7
58,11.9,-3.8,3805,-10.7,196
67.8,8.8,-3.5,2890,7.6,244.1
57.3,14.7,1.4,3950,-0.9,187.2
71.9,13.2,-1.8,2930,-10.9,261.4
55.4,17.7,-3.1,4478,3.9,177.9
31.7,17.9,1,3030,-1.2,92.2
66.5,12.3,2.6,2169,-9.5,252
41,20.7,6.8,7487,18.9,116.5
44.5,20.6,2.8,4760,-5.1,137.4
61.1,8.1,-2.7,1750,-25.5,193
59.5,6.8,-2.4,2100,14.9,199.2
12.9,19.9,-4.4,2360,-12.9,21
66,17.2,-3.1,3660,-4.6,225
53.2,0.2,-4.4,1700,-31.6,58.6
57,8.8,-8.5,5190,11,180.9
54.5,19.2,0.7,2805,-0.4,193.6
60.1,10.9,-3.2,3581,12.4,206
65.4,16.4,5.1,3389,8.4,229.1
57.1,16.5,0.9,3975,-13.8,191.4
63.3,14.1,1.1,3590,5.4,219.9
34.5,23.2,-2.6,8181,36.2,82.6
66.2,4.8,-8.8,1840,-19.9,209.8
68.3,8.9,5.2,1900,-17.9,249.6
65.1,8.5,-2.8,3071,8,230
13.6,41,-2.3,3460,-2,22.4
76.6,18,0.1,3209,-6.2,263.7
67.7,9.4,-1,1830,-24.4,244.6
65.7,15,2.3,2738,-1.2,244.2
59,15.8,-2,3914,-0.4,198
56.7,13.6,-3.7,5233,-15.8,172.4
58.1,11,-8.7,3100,-6.3,201.6
71.8,10.9,-3.2,2570,6.5,267.4
56.9,7.6,-1.3,5788,15,161.7
65.6,13.7,3.4,2936,-21.3,237.1
36,29.4,-15.2,5059,-18.7,100.6
60.1,16.4,10,3650,9.9,206.7
16.9,5.3,0.3,1080,25.3,24
63.2,5.6,-4.7,1390,-12.5,203.8
50.7,20.9,5.1,5810,7.3,151.6
41.6,17.4,-2.1,4346,20.5,122.5
41.1,18.2,-8.9,3390,-7.4,130.6
64.7,4.7,-3.4,1850,-21,206
14.1,25.6,-2.9,2970,-1.6,25.3
75.1,16.6,-1.4,3640,-11.4,251.1
66,10.6,3.2,2290,-14.2,238
63.1,12.6,-5,3600,-3.3,219.5
61.2,10.9,-1.8,2494,-7.9,223.6
61.3,15,-6.7,3453,-22.6,205
39.4,18.9,-5.2,6105,9,112.7
50.2,20.2,-2.9,3914,-0.4,164
20.9,31.9,4.2,2460,5.4,50.9
58.3,11.3,1.2,3736,26.4,191.1
57.4,1.5,-2.5,1390,-74.3,90.2
72.2,15.7,-1.7,2263,1,275.1
49.3,20.5,5.5,7396,4.2,141.2
64.8,13.4,2,3294,-2.4,224.3
64.8,12.3,0.1,4467,14.1,209.7
64.2,10.2,0.3,2300,-21,231.8
65.8,11.5,-2.9,2160,-20.5,243.9
71.9,17,1.6,4279,8.6,230.4
54.6,10.6,-1.4,3517,5.2,183.8
46.6,15.8,0.5,2470,-5.7,158.9
47.8,32.2,3.5,6971,13.6,124.1
67.6,13.6,-2.1,2480,-6,253.7
56.4,17.4,-0.8,4257,0.2,183.9
68.8,14.2,0.5,2700,-11.7,255.7
65,10.8,1.5,2610,-7.9,239.3
54.5,16.7,9,3990,14.6,181.2
62.1,13.4,3.9,2890,-3.4,227
48.7,10.9,-7.7,5955,22.3,143.6
60.4,16.9,5.4,3450,-6.3,210.8
12.6,30.5,-0.4,3099,-3.6,20.6
66.8,15.1,2.5,2570,9.2,249.3
48.8,22.3,2.7,6258,8.3,142.5
61.2,11.6,-5.8,2600,-14.4,216.8
54.8,19.1,-0.3,4507,-3.4,176.1
62.6,11.1,0.2,2100,-17.6,228.9
61.3,12.1,-2,3112,-6.3,217.9
67.1,11.1,2.9,2120,-6.4,253.4
52.9,3.4,-1.8,2220,-9.3,144.3
63.9,11.4,-3.8,3090,-23.4,225.4
73.4,10.9,4.3,2560,12.2,265.3
47.4,19.6,-1.7,3940,12.9,154.2
71.1,13.7,-2.9,3090,-13.9,254.7
72.5,12.8,-4.2,3651,-1.1,250.9
56.3,8.6,0.3,2800,6.1,195.2
57.9,14.7,-1.1,3922,1.3,195.3
33.9,23,-0.3,4913,7.1,95.7
62.1,13.2,1.6,3060,2.6,224.8
51.6,18.4,2.2,3800,-6.8,172.5
54,11.5,-3.5,3040,5.4,186.3
63.2,10.7,-4.9,3442,3.1,221.4
58.5,17.8,2.6,4300,21.7,190.3
59.5,8.8,1.8,2470,-0.8,211
61.2,13,6.6,2059,-22.1,214.2
61.1,13.1,-2.1,2978,2.2,221
68.8,15.3,2.3,3090,-14.5,248.6
62.3,13.8,-1.9,2730,-3.9,223.3
64.5,14.6,-3.7,1752,-6.2,247.8
63.1,8.4,2.4,2879,-20.6,217.9
75,12.6,3.1,2630,-13.7,278.8
57.3,17.4,7.7,3860,2.9,193.6
46.6,23.7,-0.2,7853,1.2,127
63.3,7.5,-2.2,2853,-12.5,222.6
47.6,16,0.6,5900,-10.5,142.1
54.7,7.8,0.9,2890,-3.5,185.5
65.7,17,-0.4,3100,-4.7,235.2
66.6,11.7,1.6,2310,-7.8,250.8
70.2,13,1.4,3035,-0.3,248.7
29.5,20.8,1.2,3560,0.2,81.9
58.3,12.8,4.8,2780,5.3,209.1
55.1,20,-3.3,4370,-14.6,177.4
67.7,9.4,2.6,3061,-3.7,235.9
48.9,13.7,9.7,2940,28.9,160
62.2,4.3,-9.8,5930,-64.3,142.2
51.9,10.2,1.7,2310,-22.3,173.7
75.7,3,-0.4,2680,-82.4,141.8
48.5,7.1,-2.3,2300,-19.9,146.7
59.4,16.7,-3.3,2630,7.9,218.1
47.7,16.9,4.3,4400,6.1,152.4
51.7,14.6,0.3,3700,-10.5,174
66,13.9,-4,2383,-24.3,244.7
58.5,5.7,-6.5,2875,-16.8,192.8
65.4,14.6,-1.2,4195,11,213.7
66.2,12.2,0.3,2650,-11.3,245.6
11.6,29.3,-1.1,3280,0.3,17.4
57.5,4.9,-0.8,2130,-14.1,177.2
62.5,16.5,3.1,3050,8,218.5
64.8,7.8,-2.2,2830,19.5,216.5
67.2,15.6,8.6,3010,14,242.5
65.7,6.3,-5,2517,-2.2,226.5
58.8,11.4,2.2,2440,-4.8,211.6
55.6,7.1,-0.8,2860,-1.9,187.6
54.6,16.2,0.3,3250,-7,183.5
64.7,12.3,-0.5,2970,-11.7,227.2
70.2,6.3,-5.2,2020,-13.2,245.9
51,4.8,0.6,4768,35.8,130.3
60.6,14.8,-0.6,3980,13.1,201
79.5,13.2,4.9,2270,-10.9,302.8
67,11.2,-2.4,3678,7.5,232.3
52.3,9.5,-2.2,2630,-26.9,171.5
62.4,11.5,7.2,2330,4.2,231.2
36.4,19.9,4.1,4560,8.5,107
65.4,15.5,-0.8,5364,-1.8,197
69,16.7,0.3,3670,7.1,235.6
62.6,16.6,-3.9,2169,-2.6,236.3
62.7,16.7,1.4,2913,9.7,226.4
72.4,8,-0.1,1810,7.9,265.8
59.7,7.7,-5.8,1940,-7.3,203.1
52.3,15.6,5.4,2377,11.1,179.3
70.6,11.7,-1.7,3430,5.4,245.4
57.2,21.3,8.9,5870,20.4,167.3
43,22.5,8.9,5949,5.3,109.7
69.6,15.9,-0.9,2840,-3,247.2
55.4,10.6,-0.3,2431,-1.1,195.9
66.3,7.7,-1.8,5607,-3.5,206.3
64.9,11.4,2.5,3044,-28.6,217.6
51,17.1,-0.5,6090,5.2,150.4
35.3,22.7,-4.5,4720,-7.9,101.8
63.4,3.9,6.5,640,29.4,165.7
66.8,11.3,2.7,2540,-12.7,248.1
71.1,14.4,2.3,2960,5.2,255.4
62.4,9.3,1.3,3836,21.8,201.5
51.4,7.7,-4.7,2430,-34.8,156
63.7,13.2,-1.4,4070,1,211.6
64.8,13.2,-0.3,2770,-9.3,239.3
67.7,11.4,9.3,2320,-7.2,248
66.3,14.2,1.8,2400,-15.1,239.9
63.7,11.5,2,2490,9.6,225
46.3,17.1,0.1,3580,13.2,152.5
55.8,11.9,2.9,3302,-4.9,194.4
63.8,15.4,0.2,3140,-9.3,221.3
64.2,10.3,3.1,2670,-5.3,234.8
75.8,20.5,5.9,4520,-2.8,222.6
67.5,13.2,0.9,2590,-1.6,253.9
62.1,17.9,3.2,4020,-13.9,206.5
66.7,16.5,2.1,2682,5.7,247
33.3,27.4,10.9,5100,10.7,92.3
43.8,25.9,1.7,5457,-4.5,128.4
67.4,14.1,4.3,3510,10.7,229.6
