BallSpeedMPS,VerticalLaunchAngleDeg,HorizontalLaunchAngleDeg,SpinRateRPM,SpinAxisDeg,CarryDistanceM
22.6,16,3.9,7619,3.8,31.7
67.9,13.4,4.6,1580,-6.4,231.2
21.5,30.8,-0.4,6043,2.5,39.5
42.7,19.8,4.7,4270,16.9,118.5
56.4,12.1,-2.6,3155,-2.1,176.2
64.3,6.6,-8.3,2773,-9.8,192.2
66.5,13.9,3.5,2340,7.9,228.5
56.9,0.2,-2.2,1230,-77.6,2.9
41.6,24.7,3.2,6492,0,111.7
72.4,15.6,0.7,2740,-5.3,250
62.8,12.2,-1.7,3310,-12.1,203.9
14.6,27.8,-15.5,6604,-13.9,18
62,16.3,0.8,3310,-11,204.4
60.2,15.1,-0.9,4140,9.6,189.2
71.5,15.7,-0.3,3340,-5.7,238.8
58.5,20.4,0.8,4024,-3.3,183.3
76.8,9.6,-4.7,1940,-10.4,259.9
72.6,11,-3.3,2680,3.1,243.4
52.6,6.3,1.5,4643,26,123.4
54.5,10.2,1.2,3940,11.7,160
50.5,10.9,-8.3,4140,-16.2,140.7
58.5,17.4,-1.5,3626,-5.8,187.9
73.1,18.1,1.2,3720,-9.5,234.6
65.4,13.1,4.4,3380,-1.2,216.9
54.2,4.9,-4.1,2490,-40.8,91.1
74,14,0.3,3950,-7.6,235
72,12.6,0.3,2650,2.2,250.3
63.7,6.6,-1,1810,-6.4,171
63.9,10.6,0.8,2630,-22.5,185.6
64.4,13.4,2,2870,-1.8,216.8
66.4,11.9,3,1930,-11.6,218.7
62.3,12.2,-2.3,2796,-25.7,195.5
67.4,14.8,-2.2,3834,-1.8,218.9
67.1,13.2,3.6,2860,-0.3,228.6
67.1,10,0.3,2561,-39.8,191.8
60.2,19.3,3.6,3830,6.9,188.8
66.2,8.6,-2.6,2740,-0.4,212.8
65.7,14.4,2.6,2280,-13,224.6
65,13.2,4.5,3194,1.9,216.9
36.7,21.4,-2.8,7717,14.1,95.2
63,0.9,-0.6,1410,-10.9,49.6
62.5,11.5,-4.2,3470,18.6,195
67.1,9.6,0.6,3172,17.6,215.6
49.2,15.9,1.9,5300,0.4,139.1
54.8,16.6,6.4,4328,4.5,167.9
31.1,21.7,-3.2,4560,0.7,71.2
57,11.9,-3,3410,-5.3,177.4
31.6,19.8,-4.6,3517,-1.6,71.6
60.7,4.1,-2.3,3222,-1.8,150.6
49.5,12.4,-1,2790,7.6,141.4
15.6,27.1,4.1,4250,8.4,20.2
54.1,5.8,2.1,2550,21.4,120.9
63.7,13.6,1.3,3500,6,207
62.6,5.3,-2.9,1870,-1.5,152
46.5,16.7,-5.6,3970,-4.6,134.9
42.5,18.4,-3.5,3910,11,116.3
60.1,9.8,1.6,2450,12.4,180.6
70.3,10.2,5.3,3620,13.6,229.1
55.6,13.9,-3.1,2600,-9.3,175.5
72.9,12.5,2.3,3340,3.7,243.9
74.6,15.6,2.3,2346,-5.5,265.4
67.5,4.5,1,1650,-12.8,164.2
55.4,13.3,-3.9,3470,-9.5,171.8
58.9,15.3,-1.1,4200,3.1,184.3
49.7,12.8,10.8,4790,17.5,139.1
42.8,9.1,1.9,2030,12.6,84.7
67.5,14.6,3.1,3632,10.8,221.7
15.8,27.4,2.5,3700,0.8,21.2
33.8,18.2,6.8,3420,16.9,74.5
65.8,13.4,4.5,2480,-20.5,214.4
69,14.7,2.5,3360,12.6,230.2
54.1,23.7,-3.4,5710,-19.6,153.6
63.5,21.5,-7.4,5451,-12.2,183.2
40.6,28.7,-1.4,9190,-2.9,99.1
50,14.9,2.2,3361,3.8,145.7
63,7.1,3.8,3790,26.4,181.3
70.5,6.7,3.9,1700,-6.3,205.8
63,17.7,-0.7,4140,5.6,197
61.3,17.5,1.1,4120,-4.8,193.3
64.6,10.2,2.4,2530,-25.5,198.6
12.2,29.3,-3.6,3660,-1.7,13.1
59.9,13.2,7.9,2990,0.4,195.8
73.1,9.4,1.2,1537,-4.5,236.9
61,18.6,-0.3,5520,2.1,179.1
71.4,11.9,2.3,2499,-0.3,246.8
70.1,15.4,3.3,3280,5.6,236.7
48.8,10.6,-4.4,3744,2.9,125.7
57.4,15.3,1.7,5800,-6.7,166.7
55.3,15.3,3.6,3560,0.6,174.6
61.6,12.8,7.3,3096,1.3,202.2
74.6,14.7,-2.2,3400,5.3,250.7
66.6,4.6,-0.4,1720,-60,97.6
28.2,39.2,-25.9,6180,-21,61.8
20.7,32,4.8,2490,6.9,38
58.1,13.8,5.4,1894,1,184.8
49,7.3,6,1970,14.4,99.6
63.2,15.1,-6,3120,6.7,211.3
65,8.9,1.4,2030,-19.4,191.5
56.1,20,-2.1,4880,-2.1,166.4
64.4,12.1,1.4,4470,7.7,197.6
66,8.6,6.7,1560,-1.7,193.9
66,8.4,-0.5,2270,-14.2,202.3
73.1,16.3,-1.9,3010,-14.8,248.5
58.2,15.8,-1.4,4280,11.4,174.6
61.4,15.5,2.1,2764,-25.4,199.9
45.9,7.4,7.3,1610,5,82.6
55.5,21,5.5,3840,13.7,173.5
53,17.4,-1.5,5890,1,148.2
30.4,21.2,5.7,4130,-0.8,67.3
76.5,11.4,-3.8,2520,-12.7,265.7
67.3,11.4,4.1,3949,6,216.4
56.1,4.3,1.1,3728,-2.7,147.1
58.2,16.9,1.4,3610,-11.1,186.4
64.3,13.5,-2.8,2930,1,216.6
62.3,6.2,-0.5,2150,10.2,165.6
49.2,27.8,11.6,8060,10.8,130
42,14.2,12,2970,34.4,100.1
65.1,13.1,-0.7,2680,-18.6,215.9
11.5,31.1,-1.2,3581,1.7,12
52.2,18.7,13,3115,20.3,163.4
29.9,43.9,-24.9,6510,-19.1,62.8
52.3,18.1,1.9,6410,6.4,147.4
64.3,5,-9.8,1480,-21.2,139
51,19.3,1.8,5623,-9,147.1
72.6,12.1,-1.7,2392,-3.1,250.1
67,12.5,2.3,2600,-2.5,228.3
67.5,10.6,4.6,2260,-4.3,220.2
45.8,23.1,0,7600,-1,122.3
49.2,8.8,-11,2970,-77.3,67.4
51.1,11.2,-2.8,3960,-7.4,146.3
67.6,8,1.9,2946,-6.2,217.4
32.1,12.2,-8.7,3450,-22.6,56.7
37.8,1.2,14.3,2020,84.7,6.8
22.8,23.9,5.1,2326,6.3,40.9
72.6,9.1,4,2520,3.2,242.9
67.7,12.6,1.9,2370,-0.6,232.3
70.3,16.4,-1.3,2870,-7.7,235.4
73.1,17.1,-0.7,3750,-8.7,235.2
73.2,14.9,8.8,2610,-4.9,254.5
71.2,14.7,10.3,2780,-0.5,244.4
48.5,17,-4.7,3360,8.2,146.3
63.3,9.7,1.3,2862,-21.4,195.1
54.8,22.7,2.7,6438,13.8,153.5
51.3,9.3,-1.1,1700,-15.8,120.4
60.6,7.5,-7.7,2100,-11.5,165.6
61.8,12.3,-2.5,3225,2.2,201.7
36.6,12.8,-16.5,9401,2.1,29.4
66.5,12.3,-0.2,2040,0.2,223.6
60.6,2.2,-7,1160,-14.8,68.6
68.7,12.6,-3.6,2490,-8.1,234.1
58.3,15.4,-0.1,2900,-4.1,191.9
65.9,16.5,3.6,2790,1.2,227.3
72.6,11.8,-1.9,2710,0.7,247.9
58.1,13.2,-2.7,3034,-4.2,186.7
70.6,12.7,3.1,2960,5.6,241.7
67,15.1,2.3,2865,4.4,230.3
56.8,15.3,-3.2,2851,-7.8,184.4
63.6,14.7,1.2,2325,0.1,217.2
70.3,13.3,-3.1,2440,7.3,244.6
47.2,17.3,1,4864,-4.1,135.1
64.1,12,2.1,2500,8.4,212.2
59.8,6.5,-8,2920,-64.9,96.8
53.5,12.5,0.2,3193,-1.3,157.6
74.6,12,-1.2,1690,-9.6,256.2
74.3,11.9,-1.3,2420,-6.1,258
35.2,38.5,-17.2,7790,-16.5,82.8
57.4,19.6,4.4,2913,4.7,188.7
47.8,0.9,-10.2,2822,-17.6,29.4
43.9,32.8,9.6,6554,11.9,113.5
71,15.2,1.7,2530,-4.6,250
62.3,10.8,2.3,2590,-10.4,199.2
44.6,8.3,5.8,1690,30.7,78.6
65.3,7.2,-2.3,2010,-27.9,173.2
38.2,14.2,5.6,3330,14.8,90.7
46.2,18.2,2.5,5140,-3,129.3
69,13.7,5.2,6367,19.7,197.6
68.7,11.5,1.2,2960,-1,232.4
70.3,8.6,0.9,1970,3.9,224.9
29.5,33.9,-15.8,5610,-24.8,67.5
71.6,11.9,4.4,3060,5.1,243.7
65.6,13.2,-3.3,2650,-6.7,221.5
65.3,16.8,2.1,5495,-4.5,192.9
63.6,7.6,-0.7,2040,-22.4,173.6
55,12.9,-0.5,4285,14.9,164.6
46,19.3,-8.3,5180,-17,128.7
54.5,19.6,3.8,3430,1,174.2
45.4,16.4,7.3,2449,12.4,129.8
64.6,13.6,2.1,1920,3.4,216.8
33.9,14.5,11,3560,35.8,66.3
57,15.9,-3,4253,-8.8,176.4
61.2,15,-1.3,3340,-1.1,198.1
62.9,17.3,0.2,4230,14.6,195.2
62.9,14.4,-1.6,3370,9.2,206.5
17,14.9,-3,2280,-14.5,16
13.8,17.7,-10.2,2210,-21.5,11.9
53.5,18,0.5,3786,-0.8,167
35.8,8.3,17.8,2600,55.3,44.2
26.5,22.3,0.5,5110,6.6,52.6
16.1,6.3,5.2,1130,5.1,6.5
63,5.1,-7.1,2071,-34.8,133.2
64.5,12.9,0,2700,-11.2,215.5
20.5,20.4,4,2500,2.1,30.3
60.6,16.6,9.7,3960,7.2,192.6
11.9,29.6,-0.9,3570,2.4,12.6
55.1,15.6,3.3,4964,4.2,164.6
11.5,30.9,-3,3502,-0.5,12
58.8,20.9,0.4,5190,11.4,171.6
64.9,13.3,1.1,6000,8.3,190.2
38.7,14.9,-4.4,2440,-14.2,92.3
46.8,37.4,9.9,13200,10.6,106.5
44.6,26.6,-17.9,8670,-24.3,116.5
60.2,18.4,5,2970,3.4,199
57.3,15.1,-5,4090,12.7,176.4
61,12,-3.6,2930,3.7,198.4
54.3,7.2,-9.4,2630,-21.3,133.5
62.8,11.6,-0.2,4860,4.9,188.8
62.4,13.6,-1.8,3100,-16.2,203.7
70.4,17.3,-0.6,2647,-9.8,239.1
57.3,7,-1.7,2510,-33.5,133.5
44.6,17,-0.5,2400,-29.8,121.3
56.9,6.1,-3.5,1970,-10.1,130.7
47.8,4.7,-1.4,2240,-55.8,52.7
66.2,14.4,-1.1,2113,-1.2,229.3
44.4,5,-7.3,4130,26.5,76.9
57,0.9,2.6,1860,31,31.5
60.9,17.3,-5.5,4200,-7.3,188
57.3,16.3,1.6,2290,0.6,190.6
72.2,14,0.4,3910,11.4,233.9
43.5,26.8,-1.7,5820,-1.4,119
71.6,10.8,3.7,2720,10.5,242.9
61.3,17.6,4,7419,17.2,170.5
72.3,15.4,-2,2545,-8.9,253.5
51.2,21,-3.4,5759,-5.6,146.6
61.8,17,4.4,2560,7.4,211.2
60.1,20.1,3,5671,4.8,174.4
47.8,17.1,-7.4,5000,-16.1,135.4
67.5,6,1.5,1650,-7.7,180.9
53.7,12.2,5.6,2830,19,158.1
72.2,14,6.8,2300,-14.2,250.1
57.7,20.4,-5.6,5520,-4.2,165.4
60,15.9,5.3,3110,7.3,197.1
54.9,10.1,5.9,2770,8.7,160.6
69.4,10.2,2.1,2065,-9.5,228
66,12.7,-4.5,3797,6.1,212.2
14.5,4.8,6.7,3020,85.2,3.5
59.3,12.4,4.8,3030,12.4,189.3
54.5,1.8,-5.5,2050,-13.6,60.1
59.5,13.4,-1.2,3200,-17.3,189.8
29.9,21.9,3.1,4900,12.1,65.7
33.1,20,11.1,4012,8,78
73.5,6.1,0.8,1630,-39.8,179.6
74.7,15.6,-2,2140,-3.9,266.1
55.2,12.1,2.1,3680,-2.5,169.5
50.8,7.8,-3.2,3580,1,135.3
51.3,18,7.2,5079,14.3,149.6
67,12.5,5.7,2410,-16.1,224.3
62.3,0,-0.9,2301,-2.9,46.5
61.2,11.7,-6.8,3140,-4.7,195.4
47.1,5,-4.8,2310,-22.2,74.3
49.7,8.8,8.8,5885,16.7,128.6
62.2,14.9,3.3,2444,-11,209.7
54.4,15.2,-0.9,4250,-12.2,165.1
24.3,25.7,5.2,3370,6.2,47.5
62.4,11.9,-0.6,2760,-18.7,200.2
68,12.1,2.7,2510,-2.4,232
25.6,27.5,1,2880,8.2,53.9
65.1,7.6,-1,3500,18.6,199.3
69,1.6,2.3,1800,-78.2,33.2
45.4,15.8,0.3,7186,13.4,120
38.3,38.4,-3.1,7980,-4.7,90.6
67.1,12.8,4.5,3319,-14.5,221.8
20.5,51.2,-28.7,4220,-14.9,33.9
66.8,13.9,1.1,2730,-2.7,229.5
38.5,38.8,-0.3,7270,-3.7,91.5
60.1,4,-2.1,1680,-6,115.3
31,7.1,11.4,1880,41.2,29.3
48,6.1,-1.6,1240,-78.2,48.4
63.8,14.8,1,2159,-13.3,216.6
59.6,15.8,3.8,3281,5.2,195.4
66.6,13.7,4.7,2530,4.4,228.7
71.3,3.1,3.2,4226,10.9,215.1
61.4,8.9,1.6,1910,13.1,174.8
41.4,21,4.2,5445,-0.7,112.2
60.6,15.9,9.4,3790,-0.8,194.5
63.6,14.5,1,3200,-12.7,210.3
51.4,17.6,2,6148,-4.4,146.7
63.8,8.1,-6.6,1500,-80.2,86.6
53.2,16.1,-1.5,2750,0.5,169.7
54,13,-4.7,1594,-12.9,155.4
57.7,17.3,-1.1,6249,11.5,165.7
46.6,18.6,12.1,4710,22.5,131.2
55.9,14.9,-1.1,3110,-11.7,178.3
65.1,11.7,-0.1,3126,-10.9,214.4
14,30,-1.5,4030,0.1,17.2
66.3,10.9,2.6,3726,-2.3,214.9
66.6,10.9,-1.3,2080,-1.3,219
33,12.2,-13.5,3440,-30.6,58.1
62.4,16.8,-4,2640,-28.9,204.8
63.8,11.8,0.3,4220,-1.6,198.1
64,13.2,-0.8,2670,-20.1,209.7
60.2,10.2,0,2100,-19.7,176.4
70.8,15.5,0.2,2900,-0.4,241.4
33.1,23,-6.8,3351,-1.4,82
44.5,19.8,1.7,2840,0.9,131.4
69.4,13.9,3.1,2747,0.8,240.2
74.8,8.7,-3.9,2080,-16.7,244.4
40.1,13.4,-1.4,3120,14.6,97.3
42.5,32.5,2.8,7850,-3.7,108
66.4,11.6,0.7,2060,2.4,220.6
49.7,17.1,7.4,2980,19.3,150.6
50.5,18.1,8.6,4390,12.4,150.1
67.7,13.2,3.3,2554,-19,228.2
63.6,11.4,7.3,2550,-2.8,208.6
76.1,15.3,0.4,2970,-8.8,261.3
62.5,15.6,-7.4,4993,-13.2,189.2
58.1,4.5,-5.2,1650,-9.3,110.1
54,15.9,-0.6,3796,1.8,167.6
66.5,12.5,-1.9,2590,-25.5,216.4
11.7,7.4,13.6,920,34.7,3.7
64.4,5.7,2.6,3540,27.2,180.2
12.4,30.1,0.2,3310,-3,13.6
60.8,11.9,0.7,3337,-8.6,195.2
49,4.9,-1.3,2160,-28.9,74.8
33.2,18.5,1.2,8686,-10.5,84.8
55.5,12.8,-2.7,2479,-4.6,171.8
22.1,23.9,-6.3,2471,-3.6,38.6
77.3,11.4,0.3,2710,-3.7,270
68.1,10.1,-2.1,2660,-3.4,225.9
64.6,13.5,0.8,2506,-21.2,212.9
55.1,13,-0.4,2119,-3.6,168.3
45.4,8.1,-4.6,2626,-16.3,90.7
66.9,12.6,3.2,2450,2.7,228.2
51.3,16,-0.2,5990,5.3,142.1
63.8,10.1,-2.1,2480,-6.8,204.2
52.5,29.8,-1.4,6228,7.5,134.2
59.1,20.1,-0.1,3098,-18.1,194.5
42.1,14.4,1.8,2550,6.9,109.1
73.3,14.9,0.3,2850,-4.2,253.4
65.8,4.8,-3.3,1740,-14.4,156.4
58.9,19.5,2.6,5050,6.1,174.2
62.9,12.8,0,2741,-2,209.7
47.2,10.1,-8.2,6036,23.7,113.6
63,16.1,1.8,3450,0.6,207.8
64.8,13.5,-2.4,4149,-4,202.7
47,16.2,1.3,2840,4.8,139.3
55.2,13.6,7.1,6442,21.7,154.4
46.9,20.5,2.7,4460,-3.6,137
73.2,10.4,-2.5,2287,-2,248.2
66.2,14.3,2.3,2134,-22,222.2
57.8,15,1.4,4327,1.8,177.7
65.6,13,3.8,2875,-11.1,220.1
65.6,13.6,7.1,2987,6.3,221.5
76.1,12.1,0.7,2208,-5,265.5
60.9,5.1,-0.3,1670,-42.8,105.5
64.5,15.8,5.5,3310,-10.6,207.6
40.7,16.5,-3.5,4200,-3.7,107.6
68.9,7.1,2.9,1550,-36,172.3
66.4,13.2,1.7,2538,8.3,226.5
68.5,11.6,2.1,1950,-3.6,230.1
44.3,20.6,0,3115,2.7,131.6
59.2,15.1,7.1,3140,27.2,186.1
64.8,10.9,-3.1,2270,-47.2,172.1
43.9,22.1,4.6,7078,-1.4,118.9
58.3,0.3,-5.6,2540,-66.4,7.3
73.3,9.5,-4,1279,-22.7,225.4
33.1,48.8,-6.4,6670,6.8,66.5
62.6,12.4,-2.4,3150,-23.3,199.2
58.4,16.1,9.6,4040,11.9,183
59.9,18,-0.4,2499,13.6,203.2
28,22,-10.8,5840,-8.4,57.8
66.1,15.6,3.7,2304,-0.6,230.8
69.6,8.4,0.8,2132,-20,214.8
51.7,11.8,-0.6,3400,14,150.3
57.7,9.5,-0.8,2929,4.8,165.5
13,30,-2.2,3567,-1.9,15
62.8,16.2,2.3,4059,-0.3,199.9
60.7,5.9,-1.8,1960,-9.6,149.4
59,21.3,-2,4264,-15.6,181.2
68.6,5.6,1.5,1570,-39.2,149.2
59.7,11.3,-2,3154,14.9,187.3
59,20.1,-3,4240,-7.6,182.8
67.1,12.7,-0.4,3459,0.8,222.5
60,15.6,-1.8,3300,0.3,196.9
71.9,9.1,1.1,1850,7.4,233.2
64.1,10.9,4.7,1850,-47.7,167.5
61.1,18.3,5.7,3760,-8.4,196.4
60.3,5.2,-0.1,3229,3.1,157.1
59.6,6.8,-4.5,2150,-5.8,157.5
68.8,13.5,8.1,3150,2.8,226.1
66.6,7.3,4,1560,-21,178
56.2,18,4.4,4534,22.4,168.5
69.5,10.6,-1.9,3160,8,228.5
50.5,12.3,-2.2,4530,6,145.3
55.9,3.8,-5.2,2780,-78.4,45.5
49.9,4.1,3.6,2615,52.2,57.9
59.6,8.7,-6.4,4767,13.3,167.7
50.1,14.9,-1.8,3116,11.8,143.7
67.1,9.8,2.3,2040,-43.6,181.4
60,14.1,1.1,3100,-15.7,194.4
65.7,14,2.9,3040,2.6,222.6
64.1,12.7,1.5,2600,-27.6,203.7
58.1,12.6,-1.9,3780,15.2,179.9
56.4,11.3,-7,3580,-40.8,148.3
66.3,14.5,4.2,2861,-18.4,222.8
61.5,10.1,4.7,4070,26.7,182.3
48.6,13,6.4,3275,15.7,134.1
69.2,7.8,1.5,3430,-11.3,219.2
63.2,11.8,1.5,2580,5.8,206.4
50,1.9,0,1490,-29.7,31.5
59.2,13.8,-3.2,2880,7.8,193
46.3,25.7,-2.9,6350,-7.1,126.9
70.1,11.2,6.2,2059,7.8,236.6
60,17.3,9.6,4320,6.1,186.7
65.3,11.9,-7,2850,-21.1,211.9
63.3,9.4,-3.4,5465,-4.2,188.5
69.9,13.5,4.2,2810,0.3,241.1
69.8,10,-0.4,1860,-2.1,228.2
57.2,10.3,0.9,3310,2.5,176
64.9,13.6,1.2,3451,-3.1,207.6
60.1,14.7,-2.5,2660,-5,199.9
61.9,16.7,0.5,4480,5.2,188.8
62.9,16.9,1.5,2626,-6.2,215.6
59,16.4,10,3750,10,188
55.8,15.4,2.1,5500,-4.9,162.9
67,17,5.1,2420,11.4,234.7
58,21.5,0.5,4720,2.9,172.6
63.8,8,1.8,1400,-15.3,169.9
62,11.6,-3.8,3952,6.7,194.7
57.7,12,-2.4,3530,-4.4,179.1
49.1,18.7,-1.9,3190,-15,150.3
62.8,12.4,-1.6,3674,-1.3,201.4
54.9,10.8,3.2,3480,-3.4,165.3
55.7,14.5,-0.8,1910,-2.1,175.2
71.9,11.6,-7.1,4063,-8.3,231.5
11.5,31.2,-1.8,3610,-0.5,11.9
66,9.9,-0.9,1900,-14.2,204.8
46.2,24.8,0.3,5550,-7.3,129.4
63.9,11.3,2.7,2610,-23.6,201.3
64.8,15,2.4,3230,-8.5,216.7
62.8,15.1,2.4,3110,0.7,207.5
66.5,12.2,-6.1,2916,-16.9,220.1
64.3,12.3,0,3760,-1.6,204.7
52.4,21.5,0.4,7030,1.2,144.8
59.9,5,0.2,1270,-37,99.6
51.2,18.9,0,4180,-0.3,155
60.9,13,1.1,3240,-12.1,192.4
70.7,11.5,-2.2,3330,-17.5,231.7
48.7,6.2,0.8,2350,-26.7,92.4
63.8,3.4,-3.6,1800,-17.9,124.4
45.5,16.4,-3.5,2970,12.2,131.2
47.1,15.8,1.8,4220,14,134.2
55.7,3,-4.3,6950,-69.2,54.4
61.6,9.9,-3.8,3037,8.8,194.4
68.3,11.1,3.6,2857,-5.6,229.8
56.1,12.4,1.4,3580,5.3,170.6
66.4,10.6,0.5,2020,-11.2,213.9
68,10.1,-2.6,2570,-0.8,225.9
58.4,6.4,-2.6,2250,1.1,150
63.1,13.2,-2.9,3530,0,203
36.6,18.7,-4.8,3320,11.9,91.9
43,15.7,-2.2,4790,-13.8,113.9
57.2,12.5,-2.8,3813,-9.2,175.9
61.7,15.7,7.5,3110,14.9,201
66.2,8.8,2,5070,-2.2,200.9
61.3,14.8,3.6,3430,-8.3,199.9
56.3,19.1,2.5,6787,2.9,157.9
58.3,16.7,0.1,3870,16.5,183.4
50.7,8.2,-4.5,2650,-33.1,113.7
66.6,11.5,5.3,2643,-0.2,224
65,7.9,-0.3,4810,-24.7,190
54.4,16.9,4.8,3860,10.7,168.7
50,9.7,0.2,2360,-1.1,121.3
61.2,16.1,6.9,3640,9.6,198
69,11,3.1,3721,17.4,222.3
40.4,5.3,-6.3,2300,-54.7,40.5
65.2,17.1,3.9,3490,-12,214.7
62.9,14.4,2.4,2707,-11.2,211.3
65.6,5.1,-10.4,6514,-26.9,177
44.8,15.3,-1.2,2220,-3,124
61,8,-8.3,3070,-42.8,151.8
55.5,10.6,-2.8,2440,-24.3,155.1
23.1,12.2,-3.8,2190,-16.8,26.6
62.7,16.1,-0.3,3070,4.8,207.5
42.9,22,-3.8,4970,12.4,116.3
66.2,12.8,1.6,1990,-17.4,219.3
58.1,13.3,-1.9,3100,-25.2,179
70.5,15.4,1.5,2378,-0.4,248.4
67.5,10.5,-1.1,1870,-4.4,219.1
76.7,10.5,3.1,2230,-0.7,267.2
72.2,10.9,1.5,2551,2.8,248.1
55,11.5,2.2,3300,20.4,162.6
63.8,13.6,2.4,4330,12.2,198.2
59.1,18.5,0.4,4390,6.8,182.7
55.2,15.7,0.4,5860,1.6,158.1
63.3,11.5,1.1,2790,-12,206.2
56.5,16.7,4,4417,14.7,171.3
65.8,10,3.3,3683,6.2,212
64.2,12.6,-1.4,2369,-17,210.9
66.7,13,1.5,2580,0.7,228.1
48.1,14.6,-5.4,3080,4.8,141.1
47.1,34.5,0.2,9200,8.1,115.1
57.7,19.7,5.5,5430,3.7,169.2
58.2,15.8,-3.5,3502,-0.7,187.6
65.8,0.6,1.3,1020,-13,35.9
62.8,16.7,0.6,3150,-5.2,210.3
73.2,12.7,1.2,2940,-2.9,250.7
45.6,19.4,-0.3,7139,4.5,124.1
63.5,15.6,-0.6,2617,6.8,215.8
54.4,9,-5.9,3530,-35.4,139
59.4,16.9,3.9,3830,1.1,189.7
67.6,17,2.8,4350,-2.5,209.4
50,18,0.4,6620,1.6,139.4
56.3,10.8,5.6,3510,21.1,166.6
51.6,8.2,-6.7,2700,-47.4,104.2
62.6,11.9,-1.8,2510,-22.6,197.9
27,13.3,1.4,1990,9.5,40
44.1,15.7,1.7,4910,-7.1,120.1
64.5,15.9,3.7,3520,-2.1,213
41.5,32.1,0.3,7610,-1.7,106
35,27.8,-2.7,8182,-2.1,86.6
62.4,15.2,0,2380,-18.8,208.4
65.8,13.3,1.6,2690,-29,211.8
54.5,10.1,-6.2,2755,-16,155.6
50,9.1,-2,3351,-2.3,129.1
61.8,16.6,4.9,3820,-7.8,198.4
63.5,15.8,3.3,3490,2,209.5
65.2,11,5.2,1580,-2,205.7
70.8,17.2,-0.7,3500,-4.5,232.5
68.6,12.5,3.1,2430,4,235.8
49.5,12.7,0.3,4597,14.4,139.3
68.7,7.4,0.9,1830,-15.7,200.3
52.3,9.2,13.1,4270,2.1,147.6
51.7,30.7,3.2,5559,6.2,139.2
13.5,29,-1.7,3010,1,15.8
61.7,8.1,0,3305,22.2,182.5
45.1,14.5,10.4,3681,31.1,117.6
66.1,10.3,-0.7,2230,-21.6,207
57.2,12.1,-4.3,4333,3.5,174.6
60.7,13.4,4.1,3601,23.8,189.4
64.8,13.6,2.8,2638,3.2,220.2
56.9,17.3,4.4,3000,10.2,186.1
60.9,19.2,3.5,3720,-9.1,195.4
52.6,7.6,1.3,2015,-4.7,123.6
73.4,16.1,0.4,2860,7.7,255.5
43.8,21.7,2.7,5200,17.3,121.2
74,12.4,7.9,2504,13.9,256.7
65.6,15.1,1.6,3580,-6.6,216.1
58.7,12.9,0,4264,0.2,179.6
55.7,10.4,3.3,3130,-7,168
54.2,13.5,-2.1,2890,17.8,163.2
66.9,11.3,-1.3,2260,-4.3,223.4
68,8.5,-5.1,2550,-2.8,219.5
66.1,14.4,4.2,3330,-1.4,213.8
31.6,21.2,0.7,3650,8.3,73
41.3,19.8,0.8,4300,5,113.5
65,6.4,-1,1140,-27.5,146.9
56.8,17.1,3.2,6720,-0.7,160.6
69.2,11.8,-0.2,1617,-11,228.6
64.4,17.1,1.8,2200,-4.3,225.8
58.3,15.6,2.6,3600,6.4,186.6
66.2,13.3,2.8,2660,-25.3,216.7
33,11.3,-25.3,4400,-56.4,47.1
72.7,14.9,0.3,3110,-6.8,246.8
69.5,10.6,-1,2240,7.3,232.7
60.7,6.7,-3,2240,-4.9,165.2
43.3,21.4,-1.3,6758,13,113.6
57.3,0.1,0.1,1280,-11.4,5.3
12.4,29.2,-1.6,3740,-0.2,13.4
67.5,9.8,-2,3049,6.4,222.3
58.4,10.7,-5,2380,-29.6,165.2
65.1,13.5,-1.5,4616,-6.4,202.4
74.5,10.4,0.3,3080,3.2,251.8
75.2,14.4,6.2,2940,-2,261.4
67.7,15.1,-0.5,3319,-12.8,225.9
53.6,12.8,7.3,2111,0.9,159.7
60.1,12.8,-1.9,3510,10.2,189.4
68.8,10.2,-3.8,3552,-15.5,222.8
18.5,27.5,0.6,4284,-2.2,28.8
54.1,12.3,9,2570,22.6,157.4
69.7,11.9,6.3,2701,-8.1,232
63.1,15.7,8.3,3950,8,201.8
49.9,11.7,7.5,2159,12,134.5
50.1,11.7,-0.8,3617,20.7,130.4
73.3,16.2,-1.6,3170,-13.1,246.9
66.3,13.6,2.4,2560,3.7,227.6
67.8,12.3,1.4,2470,-1,231.2
59.8,16.6,1.7,3656,5.4,189.8
66.3,13.2,-5.3,2800,-11.1,223.9
54,18.1,5.1,3170,16.4,171.7
66.2,13,0,1640,-11.6,219.8
69.5,12,-1.4,2520,12.4,234.1
18.1,26.1,1.6,4670,-0.6,27
69.1,8.2,4.2,1800,-13.7,208.9
57.9,19.9,0.5,5393,20.3,169.1
61,18.4,-0.2,3280,11,199.7
61.4,14.5,0.7,3120,-14.9,201.1
58.5,12.6,3.5,1965,-44.4,156.6
67.2,10.9,-0.3,1970,-8.1,219.9
69.6,11.6,7.1,2590,-0.9,238.3
54,13.4,-7.3,3210,-18.8,163.8
57.9,6.1,2,2140,-6.4,143.9
72.3,15.7,0.2,2935,-7.6,241.5
58.4,16.1,-5.7,3420,-3.7,186.3
72.4,12.9,0.9,3313,2.4,240.2
67.6,10.8,0.6,3540,-15.6,219
71.7,14,11.3,2500,1.5,249.2
45.3,12.7,-1.3,1980,-17,113.1
