BallSpeedMPS,VerticalLaunchAngleDeg,HorizontalLaunchAngleDeg,SpinRateRPM,SpinAxisDeg,MaxHeightDistanceM
64.3,15,-3.9,3947,2,139.3
54.2,11.8,4.2,1719,2.1,89.7
50.8,11.7,-3.6,5947,23,84.2
40.3,26.2,17.5,7740,23.8,64.5
67.1,12.9,2,2210,-11.6,144.9
10.5,14.6,-6.6,1400,-24.7,2.9
50.5,10.4,-8.1,5709,19.7,82.3
58,13.9,6.1,4160,8.2,119.5
59.8,21.4,7.6,5130,2.8,122.4
59.3,15.9,-1.5,4680,-1.2,123.2
63.8,0.2,4,1720,-62.9,2.1
58.3,13.4,-0.1,5412,15.4,110.8
60.7,7.7,0.2,2310,-7.5,106.4
67.3,10.9,8.3,2400,-1.1,144.2
61.9,1.2,-0.8,1140,35,20.9
75.9,13,1.9,2500,-16.4,176.6
68.2,1.4,-4.7,1980,-57,25.1
52.8,19.7,0.6,7130,3.2,96.6
56.6,11.9,-6.6,3480,-7,113.8
59.1,5,-2.9,1710,-13.2,70.4
70.7,14.9,4.8,2694,4.8,164.8
56.7,16.8,5,4720,19.5,112.5
41.6,29.3,3.3,7100,-2.5,70.6
49.8,12.7,-0.9,2780,11.1,86.6
57,9.1,-6.8,4337,-6.7,112.1
64.2,12.3,-3.7,3070,5.5,140.7
67.4,3,1.1,1140,-21.8,67.4
59.5,17.7,0.3,4310,7.2,123.6
58.3,15.1,4.6,2798,-6.7,122.2
43.6,15.1,3.1,2890,3.1,71.6
35.6,0.9,-7.6,2220,-85.3,2.2
48,31,-13.1,9850,-8.4,83
50.6,19.3,2.9,2982,5.7,100.6
65.1,15.3,-0.6,3958,-9.2,143
64.4,15.3,3.2,3480,-0.4,140.5
60.4,11.6,-3.1,1583,-4.8,109.6
67.5,13.7,-2.4,3570,1.8,152.5
27.4,27.1,-2.8,4584,5.7,34.1
64.7,15.4,1,3250,-20.6,140.5
28.3,17.6,-18.7,8140,-46.5,26.2
53.8,19.9,-3.5,4800,3.9,106.9
44.6,14.3,5.4,4400,13.2,74.3
59.3,16.7,4.4,4106,4.1,125.2
66.1,9.1,3.6,1930,-18.2,121.9
68.3,13.7,-6.5,2320,-17.5,149.8
52.9,19.3,0.3,4390,6.8,105.3
64.1,14,8.2,3380,6.7,139
62.7,13,2,3010,-6.1,135.7
59.2,14.1,-1.2,4040,-1.9,123
38.2,19.5,0,3280,4.2,59.9
68.1,10.7,2.6,2010,-12.1,140.1
21.4,33.8,-5.9,2350,-9.3,22.9
65.4,15.7,-0.6,5879,8.1,134.1
66.9,14.8,0.4,2820,1.3,152.6
34.8,22.4,1.1,5375,8.2,51.1
64.2,9.5,0.1,3850,13.9,135.9
45.1,19.8,1.1,5740,-3.3,79.3
63,13.4,-0.4,5410,0.6,129.5
47.3,16,1.7,3350,14.1,85
63.9,8.3,-3.6,1830,-35.7,95.9
66.6,11,1.5,2910,-11.1,145.1
62.9,0.1,-0.6,1220,-31.5,2.6
71.6,16.1,-0.1,2960,-4.5,164.3
66.1,10.4,-1.5,5311,-7.9,138.4
23.7,19.5,2.2,2980,-1.7,21.5
49.1,13.1,-2.2,3592,20.3,79.4
64.5,6.7,-6.9,1580,-9.4,100.6
53.3,0.9,3.6,1890,-82.6,4.1
51.2,11.4,0.3,3706,2.8,90
55.2,23.5,-5.5,6900,-9.5,103.9
60.2,6.7,0.2,2770,-8.8,110.3
73.5,15.3,-2.8,3411,-17.8,167.5
66.3,7.2,-1.4,3040,15.1,135.3
65,12.4,1.1,3039,-10.5,142.3
63.5,8.7,1.1,1870,-2.9,114.3
55.5,0.2,-8.2,1920,-8.7,4.8
58.3,14.3,-3.2,3070,7.5,122
39.4,11.3,-10.4,3830,-49.6,40
63.1,14.8,3.7,2860,4.8,138.2
23.6,13.2,-7.6,2310,-30.2,15.2
59.2,13.6,1,7462,21.9,110.7
73.8,16.2,0.4,3230,-10.9,171.8
59.5,11.6,-3.2,3290,7.8,123.1
67.3,10.8,3.1,2090,-8.7,139.4
67,10.2,0.2,2160,3.7,138.3
52.8,7.8,0.5,3676,8.4,92.3
68.9,12.1,3.6,2990,2.1,157
64,9.4,2.5,3810,24.8,129.4
67.6,12.4,4.2,3020,-1.5,152.8
58.5,12.5,3.6,7330,26.5,106.8
55.5,21.4,6.1,4980,21.1,108.6
67.2,9.9,1.2,1740,-14.6,128.4
66,11.7,0.6,2010,1,137
66.4,10,5.1,2180,-13.6,133.4
55.6,15.6,-1.7,5780,-11.1,107.2
57.1,12,4,2940,15.8,111.2
49.6,28.9,-4.8,8510,5.1,88.7
52.6,16.3,-12.1,3620,-7.5,104.4
62.9,15.5,3.7,5160,7.1,129.2
51.3,16,3.8,2350,9.2,96
45.9,29.1,-17,8920,0.8,78.9
26.1,28.6,-7.7,6150,-8.1,31.3
75.4,16.1,-0.3,3570,-9,174.1
64.4,10.8,4.5,2100,-5.9,129
33.1,20.4,-2.9,3530,-7.3,45.2
12.1,30.1,-2.5,3400,0.6,7
30.2,19.6,6,3230,7.5,36.4
65,13.8,3.1,2800,-15.3,141.7
69.4,6.6,5.5,1320,-14.8,111.6
31,11.1,-20.7,3890,-42,24.6
39.5,18.6,-15.9,5610,-29,58.5
70,8.9,-3.4,2750,10.5,151.7
58.5,5.4,-1.6,1700,5.3,76.1
50.8,10.3,-1.4,2920,-5.1,86.6
72.2,12.6,0.9,1460,-9.2,154.7
74.8,13.1,-0.1,2470,-4,174.7
57.1,17.3,5.9,3662,15.9,118.4
56.6,8.4,8.2,2740,-2.5,102.5
66.3,9.4,0.1,2220,-7.9,133.4
65,7.4,-6.1,3315,1.3,128.7
73.9,13.7,-2.2,2660,-6.6,172.6
64.3,13.5,2.7,5515,-15.3,131.6
8.7,49.7,0.7,2690,2.8,4.4
42.3,20.8,-4.5,5841,-3.3,71.9
49.3,5.7,0.5,2330,-8,57.9
62.1,13.8,3.3,3770,26.3,127.3
36.1,35.6,-5,7070,-4.2,56.9
59.7,6.3,-0.5,2450,-14.3,96.3
26.4,9.3,1.6,6961,16,16.5
58.7,18.8,9,4540,12.4,119.6
61.1,5.6,-1.7,2561,-28.4,90
40.5,19.5,-2.8,3472,-4.3,67.1
74.6,5.6,-0.3,2670,-0.3,161.4
64.5,15.6,4.2,4180,13.2,139.3
32.6,13.7,-19.4,4620,41.7,32
60.4,12.8,-2.4,1688,-0.9,115.1
64.9,13.9,2.4,2389,-24,135.1
68.8,11.9,-1.6,1870,-20.7,140.3
71.5,13.1,0,2630,1.9,164.6
53.7,7.7,-1.6,2730,-12.5,85.2
59.7,13.5,-1.4,3139,-3.8,126.4
54.2,4.7,-3.8,2490,-37.1,52.7
10.8,29.9,-3,3300,2.5,5.5
61.3,15.7,3,3040,-1.2,134.3
66.1,10.3,-3.1,2270,-33.6,120
66.9,11.2,2.1,2330,-1.6,143.2
40.1,19.2,7.6,6743,18.8,56.8
44.7,18.8,-4.4,6581,-6.9,71.9
59,13.8,-2.1,2180,-11.4,116.9
62.1,9.4,7.4,3951,7.3,130
64.8,5.3,-5,1818,-18.1,94.7
57.9,27.3,-2.2,7780,-14.1,107.8
18.1,26.5,0.5,4760,3.5,14.6
55.1,14.6,-4.2,3240,-3.5,111.8
58.9,13.6,-0.8,6998,23,108.8
51.8,12.8,-3.6,3884,-5.6,98.2
39.3,24.8,-2.7,4820,-2.2,65.8
58.6,6.2,0.6,1930,-42.4,63.5
65.3,12.1,4.2,2450,28.4,129.8
66.6,17.9,-1.7,4281,-1.6,145.9
53.6,24.3,-1.6,5320,5.2,103.7
40.9,25.8,2.6,5260,4.8,69.9
42.2,28.1,5.6,8310,-1.4,70.6
62.1,14.2,-3.2,6203,10.9,124.3
62.5,13.6,-2.2,2790,-2.4,135.6
66.8,7.7,-0.1,3411,-6.5,144.1
65.2,10.4,0.4,2240,-27.7,122.3
51.2,9.2,-4.5,3247,8,80.5
62.5,14.9,-1.6,2493,-5,135.9
33.5,21.7,5.4,2014,2.7,46.1
22.1,19.7,12.6,4178,37.2,17.5
40.8,17.1,2.5,3823,22.8,63.2
70.4,14.8,3.4,2063,6.5,160.6
41.8,24.1,5.7,5760,5.4,71.6
60.7,15.7,-2.8,2680,-10.2,130.6
46.8,8.9,-13.5,3556,-7.7,66.9
52.5,15.2,-3.2,3180,-14.9,101.2
47.7,17.8,-6.7,4680,-14.7,86.8
39.2,11.7,1.7,2880,27.4,46.5
58,10.3,6.5,2910,9.3,112.8
57.2,12.9,-2.3,5030,-4.7,113.6
77.4,14,8.5,2780,2.9,186.2
45.5,16.7,2.4,2320,-2.1,77.7
62.6,9.9,-1.4,2480,-23.1,117.5
19.8,24,-11.2,3140,-22.1,16.2
59.2,10.7,-1.2,4130,0.9,120.5
67.7,13.1,1.4,2450,-3,151.4
62,8.9,0.2,1710,-18.3,102.6
60.6,12.3,-3.8,2843,-24.6,119.2
37.8,21.5,7.3,3921,2.2,60.2
26.4,47.3,-20.7,5730,-15.7,34.1
57.7,21.8,4.8,5940,6.8,113.5
26.3,24.8,-1.3,5550,-9.3,30.3
66.8,13.5,5.6,2716,-5.1,150
68.1,12.5,2.1,3711,-5,153.1
71.5,15,-0.5,5522,6.1,151.4
69.7,9.1,-1.4,2240,-25.1,136
61.4,18.9,0.3,3600,-7.5,134
16.2,15.1,1.4,2220,-3.7,7.6
66.8,12.4,0.5,3136,-1.7,149.9
67.5,13,0.5,1960,-10.1,144.4
50.3,11.4,-1.2,2660,-8.9,85.1
62.2,14.9,0.6,3360,-6.3,136.1
57.2,10.1,1.5,3300,3,113
66.3,11.1,1.1,4557,21,138.6
65.9,12.5,-1.9,2700,-36.2,127.4
70.9,11.5,-1,2790,4.1,161.9
46.8,20.7,3.2,7040,-11.4,82
71,10.6,-0.6,2640,4.3,160.1
48.3,16.2,-5.6,3080,3.7,89.4
54.7,19.1,6.7,3200,8.1,113.8
20.1,30.4,1.2,2380,0.3,19.5
59.7,10.6,3.2,3450,1.8,122.6
47.4,20,2.9,6893,-7.6,83.9
55.6,9.5,-0.3,2872,-4,102.3
71.6,14.8,-2,3190,1.2,166.1
56.8,5.6,-2.2,2280,-36.2,63.8
60.5,12.2,-3.6,5100,-4.3,123.3
64.5,16.7,-1.3,3810,-1,141.7
27.1,30,1.4,6170,6.4,34.3
59.6,14.9,2.2,4150,13.1,121.6
71.3,6.9,3,4490,15,154.3
63,9.4,7,2450,5.9,125.2
66.7,12.6,3.3,2777,-15.6,145.7
47.2,15.4,-4.7,6418,6.2,81.6
73.6,16.5,-1.2,2156,-11.8,172.9
83.2,10.1,2.3,2370,-3.1,199.5
20.2,28.9,-1.7,5376,-0.7,19.1
68.5,7.1,0.7,1800,-13.6,123.5
51.1,19.8,1.1,7662,-2.8,93.2
57,9,-7.1,4528,-7.2,111.7
58.3,12.3,0.5,2570,-7.7,115.7
62.3,11,6.1,3780,20.7,128.2
52.9,11.1,-3.8,3130,7.3,97.4
63.8,13.2,4.4,2600,-16.4,134.3
51.9,11.7,-4.1,2720,-12,91.3
70.6,13.5,-1.1,2872,-2.1,162.3
68.3,8.6,1.1,1930,-42.5,107.2
70.7,4.9,0.4,2050,-15.9,123.1
74.1,11.7,1.6,3665,5.3,171.4
66.9,14.2,2.7,2050,-23.2,140.3
63.3,17,7.8,3787,4.9,138.9
72.3,7.3,-3.5,1720,7.3,138.7
59.1,10.2,-1.8,4577,14.2,107.9
66.2,7.3,-0.4,1630,-6.6,112.1
65.9,10.3,-1.1,2008,-14.5,129.3
65.6,9,2.8,1825,-12.9,120.4
56.8,6.1,-5.7,2470,-37.8,68.5
55.4,7.9,5.5,3100,18.9,94.3
44.7,25.7,1,8740,-1.4,76.6
30.2,0.9,-5.9,1330,-80.1,1.7
53.2,24.1,-2.3,5830,-8.1,102.2
55.2,6.7,2.4,2660,-7,86.7
57.8,5.1,0.6,2030,-7,78.8
57.6,10,3.3,3100,-15.7,109.7
65.3,10.6,-1.5,2850,3.6,140.6
46.4,0.9,-9,2590,-65.7,5.4
36.5,19.2,6.9,2659,3,53.6
63.3,14.7,2.8,3310,-16.7,137.3
66.7,12.4,1,2510,-31.3,133.2
53.5,25.1,0.1,6850,10.7,100.2
49.8,6.8,-10.4,2340,-27.1,56.7
37.3,30.4,3.7,5580,8.5,60.6
58.2,13.8,0.9,3610,8.5,120
74.8,14.3,-0.9,3385,-6.1,175.3
66.7,10,2,3361,8,146.3
69.5,12.1,2.1,2250,-12,151.9
66.1,8.3,3,1990,-3.5,124.8
43,22.9,1.7,8540,-5.4,72.6
52.1,18,-1.6,6330,1.9,96.1
62.9,15.8,7.8,5517,15.6,127.9
49.3,17.8,0.6,2943,3.9,94.7
22.6,16,3.9,7619,3.8,17
67.9,13.4,4.6,1580,-6.4,143.3
21.5,30.8,-0.4,6043,2.5,22.2
42.7,19.8,4.7,4270,16.9,72.6
56.4,12.1,-2.6,3155,-2.1,112.7
64.3,6.6,-8.3,2773,-9.8,124.5
66.5,13.9,3.5,2340,7.9,146.9
56.9,0.2,-2.2,1230,-77.6,1.9
41.6,24.7,3.2,6492,0,70.7
72.4,15.6,0.7,2740,-5.3,169.4
62.8,12.2,-1.7,3310,-12.1,134.6
14.6,27.8,-15.5,6604,-13.9,9.6
62,16.3,0.8,3310,-11,135.5
60.2,15.1,-0.9,4140,9.6,127
71.5,15.7,-0.3,3340,-5.7,165.1
58.5,20.4,0.8,4024,-3.3,123.8
76.8,9.6,-4.7,1940,-10.4,168.5
72.6,11,-3.3,2680,3.1,164.6
52.6,6.3,1.5,4643,26,78.9
54.5,10.2,1.2,3940,11.7,103.4
50.5,10.9,-8.3,4140,-16.2,89.1
58.5,17.4,-1.5,3626,-5.8,124.6
73.1,18.1,1.2,3720,-9.5,166
65.4,13.1,4.4,3380,-1.2,146
54.2,4.9,-4.1,2490,-40.8,51
74,14,0.3,3950,-7.6,166.2
72,12.6,0.3,2650,2.2,167
63.7,6.6,-1,1810,-6.4,104.8
63.9,10.6,0.8,2630,-22.5,98.4
64.4,13.4,2,2870,-1.8,142.4
66.4,11.9,3,1930,-11.6,136.3
62.3,12.2,-2.3,2796,-25.7,124.1
67.4,14.8,-2.2,3834,-1.8,151.1
67.1,13.2,3.6,2860,-0.3,151.5
67.1,10,0.3,2561,-39.8,118.9
60.2,19.3,3.6,3830,6.9,128.1
66.2,8.6,-2.6,2740,-0.4,139.1
65.7,14.4,2.6,2280,-13,143.2
65,13.2,4.5,3194,1.9,144.7
36.7,21.4,-2.8,7717,14.1,62.1
63,0.9,-0.6,1410,-10.9,27.1
62.5,11.5,-4.2,3470,18.6,129.1
67.1,9.6,0.6,3172,17.6,143.3
49.2,15.9,1.9,5300,0.4,90.1
54.8,16.6,6.4,4328,4.5,110.7
31.1,21.7,-3.2,4560,0.7,40.9
57,11.9,-3,3410,-5.3,110.8
31.6,19.8,-4.6,3517,-1.6,40.6
60.7,4.1,-2.3,3222,-1.8,97.3
49.5,12.4,-1,2790,7.6,85.5
15.6,27.1,4.1,4250,8.4,10.8
54.1,5.8,2.1,2550,21.4,71.3
63.7,13.6,1.3,3500,6,139.2
62.6,5.3,-2.9,1870,-1.5,91.1
46.5,16.7,-5.6,3970,-4.6,84.3
42.5,18.4,-3.5,3910,11,71.6
60.1,9.8,1.6,2450,12.4,113.9
70.3,10.2,5.3,3620,13.6,157.2
55.6,13.9,-3.1,2600,-9.3,109
72.9,12.5,2.3,3340,3.7,168.6
74.6,15.6,2.3,2346,-5.5,177
67.5,4.5,1,1650,-12.8,100.8
55.4,13.3,-3.9,3470,-9.5,110.7
58.9,15.3,-1.1,4200,3.1,123.5
49.7,12.8,10.8,4790,17.5,88.4
42.8,9.1,1.9,2030,12.6,46.8
67.5,14.6,3.1,3632,10.8,151.4
15.8,27.4,2.5,3700,0.8,11.3
33.8,18.2,6.8,3420,16.9,41.8
65.8,13.4,4.5,2480,-20.5,138.6
69,14.7,2.5,3360,12.6,156.6
54.1,23.7,-3.4,5710,-19.6,103.1
63.5,21.5,-7.4,5451,-12.2,129.7
40.6,28.7,-1.4,9190,-2.9,65.6
50,14.9,2.2,3361,3.8,88.9
63,7.1,3.8,3790,26.4,120
70.5,6.7,3.9,1700,-6.3,127.7
63,17.7,-0.7,4140,5.6,135.4
61.3,17.5,1.1,4120,-4.8,131.5
64.6,10.2,2.4,2530,-25.5,124.9
12.2,29.3,-3.6,3660,-1.7,7
59.9,13.2,7.9,2990,0.4,126.7
73.1,9.4,1.2,1537,-4.5,148.8
61,18.6,-0.3,5520,2.1,124.2
71.4,11.9,2.3,2499,-0.3,162.8
70.1,15.4,3.3,3280,5.6,162
48.8,10.6,-4.4,3744,2.9,78.3
57.4,15.3,1.7,5800,-6.7,112.8
55.3,15.3,3.6,3560,0.6,113.3
61.6,12.8,7.3,3096,1.3,132.4
74.6,14.7,-2.2,3400,5.3,174.8
66.6,4.6,-0.4,1720,-60,53.6
28.2,39.2,-25.9,6180,-21,38
20.7,32,4.8,2490,6.9,21.1
58.1,13.8,5.4,1894,1,111.9
49,7.3,6,1970,14.4,55.8
63.2,15.1,-6,3120,6.7,139.9
65,8.9,1.4,2030,-19.4,119.2
56.1,20,-2.1,4880,-2.1,112.6
64.4,12.1,1.4,4470,7.7,136.1
66,8.6,6.7,1560,-1.7,117.7
66,8.4,-0.5,2270,-14.2,127.2
73.1,16.3,-1.9,3010,-14.8,169.7
58.2,15.8,-1.4,4280,11.4,117.7
61.4,15.5,2.1,2764,-25.4,127
45.9,7.4,7.3,1610,5,45.1
55.5,21,5.5,3840,13.7,114.5
53,17.4,-1.5,5890,1,99.3
30.4,21.2,5.7,4130,-0.8,38.5
76.5,11.4,-3.8,2520,-12.7,177.5
67.3,11.4,4.1,3949,6,148.8
56.1,4.3,1.1,3728,-2.7,96.4
58.2,16.9,1.4,3610,-11.1,122.8
64.3,13.5,-2.8,2930,1,142.3
62.3,6.2,-0.5,2150,10.2,101.2
49.2,27.8,11.6,8060,10.8,88.2
42,14.2,12,2970,34.4,57.4
65.1,13.1,-0.7,2680,-18.6,139.2
11.5,31.1,-1.2,3581,1.7,6.4
52.2,18.7,13,3115,20.3,102.5
29.9,43.9,-24.9,6510,-19.1,41.1
52.3,18.1,1.9,6410,6.4,97.9
64.3,5,-9.8,1480,-21.2,80.7
51,19.3,1.8,5623,-9,96.5
72.6,12.1,-1.7,2392,-3.1,165.6
67,12.5,2.3,2600,-2.5,149
67.5,10.6,4.6,2260,-4.3,142.5
45.8,23.1,0,7600,-1,79.8
49.2,8.8,-11,2970,-77.3,36
51.1,11.2,-2.8,3960,-7.4,93.6
67.6,8,1.9,2946,-6.2,144.4
32.1,12.2,-8.7,3450,-22.6,31
37.8,1.2,14.3,2020,84.7,3.4
22.8,23.9,5.1,2326,6.3,22.2
72.6,9.1,4,2520,3.2,161.1
67.7,12.6,1.9,2370,-0.6,150
70.3,16.4,-1.3,2870,-7.7,160.5
73.1,17.1,-0.7,3750,-8.7,166.1
73.2,14.9,8.8,2610,-4.9,171.6
71.2,14.7,10.3,2780,-0.5,165.1
48.5,17,-4.7,3360,8.2,91.1
63.3,9.7,1.3,2862,-21.4,125.1
54.8,22.7,2.7,6438,13.8,104.4
51.3,9.3,-1.1,1700,-15.8,68.1
60.6,7.5,-7.7,2100,-11.5,100.3
61.8,12.3,-2.5,3225,2.2,132.8
36.6,12.8,-16.5,9401,2.1,15.3
66.5,12.3,-0.2,2040,0.2,141
60.6,2.2,-7,1160,-14.8,37.3
68.7,12.6,-3.6,2490,-8.1,153.1
58.3,15.4,-0.1,2900,-4.1,123.3
65.9,16.5,3.6,2790,1.2,150.5
72.6,11.8,-1.9,2710,0.7,166.9
58.1,13.2,-2.7,3034,-4.2,120
70.6,12.7,3.1,2960,5.6,162.7
67,15.1,2.3,2865,4.4,153.1
56.8,15.3,-3.2,2851,-7.8,117.2
63.6,14.7,1.2,2325,0.1,138.4
70.3,13.3,-3.1,2440,7.3,160.3
47.2,17.3,1,4864,-4.1,86
64.1,12,2.1,2500,8.4,135.8
59.8,6.5,-8,2920,-64.9,53.7
53.5,12.5,0.2,3193,-1.3,100.2
74.6,12,-1.2,1690,-9.6,163.9
74.3,11.9,-1.3,2420,-6.1,171.5
35.2,38.5,-17.2,7790,-16.5,53.9
57.4,19.6,4.4,2913,4.7,122.9
47.8,0.9,-10.2,2822,-17.6,16.9
43.9,32.8,9.6,6554,11.9,76.2
71,15.2,1.7,2530,-4.6,166
62.3,10.8,2.3,2590,-10.4,126.6
44.6,8.3,5.8,1690,30.7,42.5
65.3,7.2,-2.3,2010,-27.9,104.5
38.2,14.2,5.6,3330,14.8,52.2
46.2,18.2,2.5,5140,-3,82.5
69,13.7,5.2,6367,19.7,138.9
68.7,11.5,1.2,2960,-1,155.5
70.3,8.6,0.9,1970,3.9,142.5
29.5,33.9,-15.8,5610,-24.8,40.2
71.6,11.9,4.4,3060,5.1,165.3
65.6,13.2,-3.3,2650,-6.7,144.6
65.3,16.8,2.1,5495,-4.5,135.7
63.6,7.6,-0.7,2040,-22.4,105.2
55,12.9,-0.5,4285,14.9,107.4
46,19.3,-8.3,5180,-17,81.2
54.5,19.6,3.8,3430,1,113.5
45.4,16.4,7.3,2449,12.4,76.3
64.6,13.6,2.1,1920,3.4,135.4
33.9,14.5,11,3560,35.8,36.7
57,15.9,-3,4253,-8.8,117.1
61.2,15,-1.3,3340,-1.1,131.8
62.9,17.3,0.2,4230,14.6,133.2
62.9,14.4,-1.6,3370,9.2,137.5
17,14.9,-3,2280,-14.5,8.2
13.8,17.7,-10.2,2210,-21.5,6.1
53.5,18,0.5,3786,-0.8,108.6
35.8,8.3,17.8,2600,55.3,23.2
26.5,22.3,0.5,5110,6.6,29.4
16.1,6.3,5.2,1130,5.1,3.3
63,5.1,-7.1,2071,-34.8,77.8
64.5,12.9,0,2700,-11.2,139.7
20.5,20.4,4,2500,2.1,16.1
60.6,16.6,9.7,3960,7.2,129.6
11.9,29.6,-0.9,3570,2.4,6.7
55.1,15.6,3.3,4964,4.2,109.3
11.5,30.9,-3,3502,-0.5,6.4
58.8,20.9,0.4,5190,11.4,118
64.9,13.3,1.1,6000,8.3,132.6
38.7,14.9,-4.4,2440,-14.2,52.1
46.8,37.4,9.9,13200,10.6,77.4
44.6,26.6,-17.9,8670,-24.3,74.9
60.2,18.4,5,2970,3.4,131.1
57.3,15.1,-5,4090,12.7,116.7
61,12,-3.6,2930,3.7,128.4
54.3,7.2,-9.4,2630,-21.3,79.8
62.8,11.6,-0.2,4860,4.9,129.9
62.4,13.6,-1.8,3100,-16.2,133
70.4,17.3,-0.6,2647,-9.8,161.5
57.3,7,-1.7,2510,-33.5,78.7
44.6,17,-0.5,2400,-29.8,70.1
56.9,6.1,-3.5,1970,-10.1,76.5
47.8,4.7,-1.4,2240,-55.8,27.9
66.2,14.4,-1.1,2113,-1.2,145.8
44.4,5,-7.3,4130,26.5,45.8
57,0.9,2.6,1860,31,16.8
60.9,17.3,-5.5,4200,-7.3,128.2
57.3,16.3,1.6,2290,0.6,118.4
72.2,14,0.4,3910,11.4,164
43.5,26.8,-1.7,5820,-1.4,76.9
71.6,10.8,3.7,2720,10.5,161.6
61.3,17.6,4,7419,17.2,117.6
72.3,15.4,-2,2545,-8.9,169.2
51.2,21,-3.4,5759,-5.6,97.2
61.8,17,4.4,2560,7.4,135.9
60.1,20.1,3,5671,4.8,121.1
47.8,17.1,-7.4,5000,-16.1,85.9
67.5,6,1.5,1650,-7.7,110
53.7,12.2,5.6,2830,19,97.8
72.2,14,6.8,2300,-14.2,164.1
57.7,20.4,-5.6,5520,-4.2,114.4
60,15.9,5.3,3110,7.3,129.1
54.9,10.1,5.9,2770,8.7,99.4
69.4,10.2,2.1,2065,-9.5,144.8
66,12.7,-4.5,3797,6.1,145.1
14.5,4.8,6.7,3020,85.2,1.8
59.3,12.4,4.8,3030,12.4,121.7
54.5,1.8,-5.5,2050,-13.6,33.1
59.5,13.4,-1.2,3200,-17.3,122.6
29.9,21.9,3.1,4900,12.1,37.4
33.1,20,11.1,4012,8,44.9
73.5,6.1,0.8,1630,-39.8,107.2
74.7,15.6,-2,2140,-3.9,176.1
55.2,12.1,2.1,3680,-2.5,109.8
50.8,7.8,-3.2,3580,1,85
51.3,18,7.2,5079,14.3,97.3
67,12.5,5.7,2410,-16.1,143.7
62.3,0,-0.9,2301,-2.9,30.8
61.2,11.7,-6.8,3140,-4.7,128.6
47.1,5,-4.8,2310,-22.2,41.1
49.7,8.8,8.8,5885,16.7,82.6
62.2,14.9,3.3,2444,-11,133.3
54.4,15.2,-0.9,4250,-12.2,107.9
24.3,25.7,5.2,3370,6.2,26.3
62.4,11.9,-0.6,2760,-18.7,127.8
68,12.1,2.7,2510,-2.4,151.3
25.6,27.5,1,2880,8.2,30.2
65.1,7.6,-1,3500,18.6,133.2
69,1.6,2.3,1800,-78.2,17
45.4,15.8,0.3,7186,13.4,76
38.3,38.4,-3.1,7980,-4.7,61.4
67.1,12.8,4.5,3319,-14.5,149
20.5,51.2,-28.7,4220,-14.9,22.1
66.8,13.9,1.1,2730,-2.7,151
38.5,38.8,-0.3,7270,-3.7,62.2
60.1,4,-2.1,1680,-6,66.5
31,7.1,11.4,1880,41.2,15.2
48,6.1,-1.6,1240,-78.2,25
63.8,14.8,1,2159,-13.3,136.2
59.6,15.8,3.8,3281,5.2,128.3
66.6,13.7,4.7,2530,4.4,148.8
71.3,3.1,3.2,4226,10.9,152.9
61.4,8.9,1.6,1910,13.1,105.4
41.4,21,4.2,5445,-0.7,69.6
60.6,15.9,9.4,3790,-0.8,130.4
63.6,14.5,1,3200,-12.7,139.2
51.4,17.6,2,6148,-4.4,96.5
63.8,8.1,-6.6,1500,-80.2,45.6
53.2,16.1,-1.5,2750,0.5,105.9
54,13,-4.7,1594,-12.9,90.3
57.7,17.3,-1.1,6249,11.5,112.5
46.6,18.6,12.1,4710,22.5,82.1
55.9,14.9,-1.1,3110,-11.7,113.8
65.1,11.7,-0.1,3126,-10.9,141.9
14,30,-1.5,4030,0.1,9.3
66.3,10.9,2.6,3726,-2.3,146.5
66.6,10.9,-1.3,2080,-1.3,138.1
33,12.2,-13.5,3440,-30.6,31.9
62.4,16.8,-4,2640,-28.9,129.7
63.8,11.8,0.3,4220,-1.6,135.8
64,13.2,-0.8,2670,-20.1,134.4
60.2,10.2,0,2100,-19.7,106.7
70.8,15.5,0.2,2900,-0.4,164.1
33.1,23,-6.8,3351,-1.4,47.4
44.5,19.8,1.7,2840,0.9,79.9
69.4,13.9,3.1,2747,0.8,159.9
74.8,8.7,-3.9,2080,-16.7,157.6
40.1,13.4,-1.4,3120,14.6,56.2
42.5,32.5,2.8,7850,-3.7,72.3
66.4,11.6,0.7,2060,2.4,139
49.7,17.1,7.4,2980,19.3,92.5
50.5,18.1,8.6,4390,12.4,96.6
67.7,13.2,3.3,2554,-19,147.6
63.6,11.4,7.3,2550,-2.8,133.7
76.1,15.3,0.4,2970,-8.8,180.2
62.5,15.6,-7.4,4993,-13.2,129.7
58.1,4.5,-5.2,1650,-9.3,62.6
54,15.9,-0.6,3796,1.8,108.9
66.5,12.5,-1.9,2590,-25.5,138.2
11.7,7.4,13.6,920,34.7,1.9
64.4,5.7,2.6,3540,27.2,119
12.4,30.1,0.2,3310,-3,7.2
60.8,11.9,0.7,3337,-8.6,128.1
49,4.9,-1.3,2160,-28.9,41.1
33.2,18.5,1.2,8686,-10.5,53.8
55.5,12.8,-2.7,2479,-4.6,106.1
22.1,23.9,-6.3,2471,-3.6,20.8
77.3,11.4,0.3,2710,-3.7,183.5
68.1,10.1,-2.1,2660,-3.4,148.6
64.6,13.5,0.8,2506,-21.2,135.5
55.1,13,-0.4,2119,-3.6,101.4
45.4,8.1,-4.6,2626,-16.3,52.2
